sysroot/ostree/repo/objects/5e/441834d77614b55de9864d9fb4657dd3363b2376850666a648b1764d08676a.file	HIGH	CVE-2025-9566	github.com/containers/podman/v5	v5.0.0-20260626000000-d5ac989fc69c+dirty	5.6.1	podman: Podman kube play command may overwrite host files
sysroot/ostree/repo/objects/5e/441834d77614b55de9864d9fb4657dd3363b2376850666a648b1764d08676a.file	HIGH	CVE-2026-33818	stdlib	v1.26.4	1.25.13, 1.26.6, 1.27.0-rc.3	encoding/asn1: golang: Go encoding/asn1: Denial of Service via excessive recursion in Unmarshal
sysroot/ostree/repo/objects/5e/441834d77614b55de9864d9fb4657dd3363b2376850666a648b1764d08676a.file	HIGH	CVE-2026-39821	stdlib	v1.26.4	1.25.13, 1.26.6, 1.27.0-rc.3	golang.org/x/net/idna: golang: net/http: golang.org/x/net/idna: Privilege escalation via incorrect Punycode label processing
sysroot/ostree/repo/objects/5e/441834d77614b55de9864d9fb4657dd3363b2376850666a648b1764d08676a.file	HIGH	CVE-2026-39822	stdlib	v1.26.4	1.25.12, 1.26.5, 1.27.0-rc.2	golang: Go os.Root: Symlink following vulnerability allows directory traversal
sysroot/ostree/repo/objects/5e/441834d77614b55de9864d9fb4657dd3363b2376850666a648b1764d08676a.file	HIGH	CVE-2026-46600	stdlib	v1.26.4	1.26.6, 1.27.0-rc.3	golang.org/x/net/dns/dnsmessage: golang.org/x/net/dns/dnsmessage: Denial of Service via invalid DNS record parsing
sysroot/ostree/repo/objects/5e/441834d77614b55de9864d9fb4657dd3363b2376850666a648b1764d08676a.file	HIGH	CVE-2026-56853	stdlib	v1.26.4	1.25.13, 1.26.6, 1.27.0-rc.3	net/http: golang: Go net/http: Unencrypted HTTP/2 connections vulnerable to Denial of Service
sysroot/ostree/repo/objects/5e/441834d77614b55de9864d9fb4657dd3363b2376850666a648b1764d08676a.file	HIGH	CVE-2026-56858	stdlib	v1.26.4	1.25.13, 1.26.6, 1.27.0-rc.3	html/template: golang: Go html/template: Cross-Site Scripting via pathological input
sysroot/ostree/repo/objects/5e/441834d77614b55de9864d9fb4657dd3363b2376850666a648b1764d08676a.file	HIGH	CVE-2026-56859	stdlib	v1.26.4	1.25.13, 1.26.6, 1.27.0-rc.3	encoding/xml: golang: Go: Denial of Service via XML decoding recursion depth issue
sysroot/ostree/repo/objects/5e/441834d77614b55de9864d9fb4657dd3363b2376850666a648b1764d08676a.file	HIGH	CVE-2026-56860	stdlib	v1.26.4	1.25.13, 1.26.6, 1.27.0-rc.3	net/url: golang: golang net/url: Denial of Service from quadratic complexity in path resolution
sysroot/ostree/repo/objects/5e/441834d77614b55de9864d9fb4657dd3363b2376850666a648b1764d08676a.file	HIGH	CVE-2026-56862	stdlib	v1.26.4	1.25.13, 1.26.6, 1.27.0-rc.3	crypto/tls: golang: Golang crypto/tls: Denial of Service via indefinite KeyUpdate messages
sysroot/ostree/repo/objects/75/5cc7cfe2e3b547556eb117093d626800f1dcb3751e3b31952cec86177bdcab.file	HIGH	CVE-2026-25679	stdlib	v1.26rc2	1.25.8, 1.26.1	net/url: Incorrect parsing of IPv6 host literals in net/url
sysroot/ostree/repo/objects/75/5cc7cfe2e3b547556eb117093d626800f1dcb3751e3b31952cec86177bdcab.file	HIGH	CVE-2026-27137	stdlib	v1.26rc2	1.26.1	crypto/x509: Incorrect enforcement of email constraints in crypto/x509
sysroot/ostree/repo/objects/75/5cc7cfe2e3b547556eb117093d626800f1dcb3751e3b31952cec86177bdcab.file	HIGH	CVE-2026-27145	stdlib	v1.26rc2	1.25.11, 1.26.4	crypto/x509: golang: golang crypto/x509: Denial of Service via excessive processing of DNS SAN entries
sysroot/ostree/repo/objects/75/5cc7cfe2e3b547556eb117093d626800f1dcb3751e3b31952cec86177bdcab.file	HIGH	CVE-2026-32280	stdlib	v1.26rc2	1.25.9, 1.26.2	crypto/x509: crypto/tls: golang: Go: Denial of Service vulnerability in certificate chain building
sysroot/ostree/repo/objects/75/5cc7cfe2e3b547556eb117093d626800f1dcb3751e3b31952cec86177bdcab.file	HIGH	CVE-2026-32281	stdlib	v1.26rc2	1.25.9, 1.26.2	crypto/x509: golang: Go crypto/x509: Denial of Service via inefficient certificate chain validation
sysroot/ostree/repo/objects/75/5cc7cfe2e3b547556eb117093d626800f1dcb3751e3b31952cec86177bdcab.file	HIGH	CVE-2026-32283	stdlib	v1.26rc2	1.25.9, 1.26.2	crypto/tls: golang: Go crypto/tls: Denial of Service via multiple TLS 1.3 key update messages
sysroot/ostree/repo/objects/75/5cc7cfe2e3b547556eb117093d626800f1dcb3751e3b31952cec86177bdcab.file	HIGH	CVE-2026-33810	stdlib	v1.26rc2	1.26.2	crypto/x509: golang: Go crypto/x509: Certificate validation bypass due to incorrect DNS constraint application
sysroot/ostree/repo/objects/75/5cc7cfe2e3b547556eb117093d626800f1dcb3751e3b31952cec86177bdcab.file	HIGH	CVE-2026-33811	stdlib	v1.26rc2	1.25.10, 1.26.3	net: golang: Go net package: Denial of Service via long CNAME response in LookupCNAME
sysroot/ostree/repo/objects/75/5cc7cfe2e3b547556eb117093d626800f1dcb3751e3b31952cec86177bdcab.file	HIGH	CVE-2026-33814	stdlib	v1.26rc2	1.25.10, 1.26.3	net/http/internal/http2: golang: golang.org/x/net: Go HTTP/2: Denial of Service via malformed SETTINGS_MAX_FRAME_SIZE frame
sysroot/ostree/repo/objects/75/5cc7cfe2e3b547556eb117093d626800f1dcb3751e3b31952cec86177bdcab.file	HIGH	CVE-2026-33818	stdlib	v1.26rc2	1.25.13, 1.26.6, 1.27.0-rc.3	encoding/asn1: golang: Go encoding/asn1: Denial of Service via excessive recursion in Unmarshal
sysroot/ostree/repo/objects/75/5cc7cfe2e3b547556eb117093d626800f1dcb3751e3b31952cec86177bdcab.file	HIGH	CVE-2026-39820	stdlib	v1.26rc2	1.25.10, 1.26.3	net/mail: golang: Go net/mail: Denial of Service via crafted email inputs
sysroot/ostree/repo/objects/75/5cc7cfe2e3b547556eb117093d626800f1dcb3751e3b31952cec86177bdcab.file	HIGH	CVE-2026-39821	stdlib	v1.26rc2	1.25.13, 1.26.6, 1.27.0-rc.3	golang.org/x/net/idna: golang: net/http: golang.org/x/net/idna: Privilege escalation via incorrect Punycode label processing
sysroot/ostree/repo/objects/75/5cc7cfe2e3b547556eb117093d626800f1dcb3751e3b31952cec86177bdcab.file	HIGH	CVE-2026-39822	stdlib	v1.26rc2	1.25.12, 1.26.5, 1.27.0-rc.2	golang: Go os.Root: Symlink following vulnerability allows directory traversal
sysroot/ostree/repo/objects/75/5cc7cfe2e3b547556eb117093d626800f1dcb3751e3b31952cec86177bdcab.file	HIGH	CVE-2026-39836	stdlib	v1.26rc2	1.25.10, 1.26.3	net: golang: Go net package: Denial of Service via NUL byte in Dial and LookupPort on Windows
sysroot/ostree/repo/objects/75/5cc7cfe2e3b547556eb117093d626800f1dcb3751e3b31952cec86177bdcab.file	HIGH	CVE-2026-42499	stdlib	v1.26rc2	1.25.10, 1.26.3	net/mail: golang: net/mail: Denial of Service via pathological email address parsing
sysroot/ostree/repo/objects/75/5cc7cfe2e3b547556eb117093d626800f1dcb3751e3b31952cec86177bdcab.file	HIGH	CVE-2026-42504	stdlib	v1.26rc2	1.25.11, 1.26.4	mime: golang: Golang MIME: Denial of Service via maliciously-crafted MIME header
sysroot/ostree/repo/objects/75/5cc7cfe2e3b547556eb117093d626800f1dcb3751e3b31952cec86177bdcab.file	HIGH	CVE-2026-46600	stdlib	v1.26rc2	1.26.6, 1.27.0-rc.3	golang.org/x/net/dns/dnsmessage: golang.org/x/net/dns/dnsmessage: Denial of Service via invalid DNS record parsing
sysroot/ostree/repo/objects/75/5cc7cfe2e3b547556eb117093d626800f1dcb3751e3b31952cec86177bdcab.file	HIGH	CVE-2026-56852	golang.org/x/text	v0.21.0	0.39.0	golang.org/x/text: golang.org/x/text: Denial of Service via invalid UTF-8 input
sysroot/ostree/repo/objects/75/5cc7cfe2e3b547556eb117093d626800f1dcb3751e3b31952cec86177bdcab.file	HIGH	CVE-2026-56853	stdlib	v1.26rc2	1.25.13, 1.26.6, 1.27.0-rc.3	net/http: golang: Go net/http: Unencrypted HTTP/2 connections vulnerable to Denial of Service
sysroot/ostree/repo/objects/75/5cc7cfe2e3b547556eb117093d626800f1dcb3751e3b31952cec86177bdcab.file	HIGH	CVE-2026-56858	stdlib	v1.26rc2	1.25.13, 1.26.6, 1.27.0-rc.3	html/template: golang: Go html/template: Cross-Site Scripting via pathological input
sysroot/ostree/repo/objects/75/5cc7cfe2e3b547556eb117093d626800f1dcb3751e3b31952cec86177bdcab.file	HIGH	CVE-2026-56859	stdlib	v1.26rc2	1.25.13, 1.26.6, 1.27.0-rc.3	encoding/xml: golang: Go: Denial of Service via XML decoding recursion depth issue
sysroot/ostree/repo/objects/75/5cc7cfe2e3b547556eb117093d626800f1dcb3751e3b31952cec86177bdcab.file	HIGH	CVE-2026-56860	stdlib	v1.26rc2	1.25.13, 1.26.6, 1.27.0-rc.3	net/url: golang: golang net/url: Denial of Service from quadratic complexity in path resolution
sysroot/ostree/repo/objects/75/5cc7cfe2e3b547556eb117093d626800f1dcb3751e3b31952cec86177bdcab.file	HIGH	CVE-2026-56862	stdlib	v1.26rc2	1.25.13, 1.26.6, 1.27.0-rc.3	crypto/tls: golang: Golang crypto/tls: Denial of Service via indefinite KeyUpdate messages
sysroot/ostree/repo/objects/75/5cc7cfe2e3b547556eb117093d626800f1dcb3751e3b31952cec86177bdcab.file	HIGH	CVE-2026-56864	golang.org/x/mod	v0.20.0	0.40.0	golang.org/x/mod/sumdb: golang.org/x/mod/sumdb: Integrity bypass via malicious GOSUMDB
sysroot/ostree/repo/objects/75/5cc7cfe2e3b547556eb117093d626800f1dcb3751e3b31952cec86177bdcab.file	HIGH	CVE-2026-56865	golang.org/x/mod	v0.20.0	0.40.0	golang.org/x/mod/sumdb/tlog: golang.org/x/mod/sumdb/tlog: Supply chain compromise via transparency log tile verification bypass
sysroot/ostree/repo/objects/8c/c9b0248b19238b5f375ee6f7c986efc7ef8cdd360140254e41c478cd91b933.file	CRITICAL	CVE-2026-33186	google.golang.org/grpc	v1.72.2	1.79.3	google.golang.org/grpc/grpc-go: google.golang.org/grpc/authz: gRPC-Go: Authorization bypass due to improper HTTP/2 path validation
sysroot/ostree/repo/objects/8c/c9b0248b19238b5f375ee6f7c986efc7ef8cdd360140254e41c478cd91b933.file	HIGH	CVE-2024-3056	github.com/containers/podman/v5	v5.0.0-20260626000000-d5ac989fc69c+dirty		podman: kernel: containers in shared IPC namespace are vulnerable to denial of service attack
sysroot/ostree/repo/objects/8c/c9b0248b19238b5f375ee6f7c986efc7ef8cdd360140254e41c478cd91b933.file	HIGH	CVE-2025-4953	github.com/containers/podman/v5	v5.0.0-20260626000000-d5ac989fc69c+dirty		podman: Build Context Bind Mount
sysroot/ostree/repo/objects/8c/c9b0248b19238b5f375ee6f7c986efc7ef8cdd360140254e41c478cd91b933.file	HIGH	CVE-2025-6032	github.com/containers/podman/v5	v5.0.0-20260626000000-d5ac989fc69c+dirty	5.5.2	podman: podman missing TLS verification
sysroot/ostree/repo/objects/8c/c9b0248b19238b5f375ee6f7c986efc7ef8cdd360140254e41c478cd91b933.file	HIGH	CVE-2025-66506	github.com/sigstore/fulcio	v1.7.1	1.8.3	github.com/sigstore/fulcio: Fulcio: Denial of Service via crafted OpenID Connect (OIDC) token
sysroot/ostree/repo/objects/8c/c9b0248b19238b5f375ee6f7c986efc7ef8cdd360140254e41c478cd91b933.file	HIGH	CVE-2025-9566	github.com/containers/podman/v5	v5.0.0-20260626000000-d5ac989fc69c+dirty	5.6.1	podman: Podman kube play command may overwrite host files
sysroot/ostree/repo/objects/8c/c9b0248b19238b5f375ee6f7c986efc7ef8cdd360140254e41c478cd91b933.file	HIGH	CVE-2026-17106	github.com/moby/go-archive	v0.1.0	0.3.0	github.com/moby/go-archive: moby/go-archive: Arbitrary file write via link following in tar extraction
sysroot/ostree/repo/objects/8c/c9b0248b19238b5f375ee6f7c986efc7ef8cdd360140254e41c478cd91b933.file	HIGH	CVE-2026-29181	go.opentelemetry.io/otel	v1.36.0	1.41.0	github.com/open-telemetry/opentelemetry-go: OpenTelemetry-Go: Denial of Service via crafted multi-value baggage headers
sysroot/ostree/repo/objects/8c/c9b0248b19238b5f375ee6f7c986efc7ef8cdd360140254e41c478cd91b933.file	HIGH	CVE-2026-33747	github.com/moby/buildkit	v0.25.1	0.28.1	BuildKit: github.com/moby/buildkit: BuildKit: Arbitrary file write and code execution via untrusted frontend
sysroot/ostree/repo/objects/8c/c9b0248b19238b5f375ee6f7c986efc7ef8cdd360140254e41c478cd91b933.file	HIGH	CVE-2026-33748	github.com/moby/buildkit	v0.25.1	0.28.1	github.com/moby/buildkit: BuildKit: Unauthorized file access via Git URL fragment subdir components
sysroot/ostree/repo/objects/8c/c9b0248b19238b5f375ee6f7c986efc7ef8cdd360140254e41c478cd91b933.file	HIGH	CVE-2026-33818	stdlib	v1.26.4	1.25.13, 1.26.6, 1.27.0-rc.3	encoding/asn1: golang: Go encoding/asn1: Denial of Service via excessive recursion in Unmarshal
sysroot/ostree/repo/objects/8c/c9b0248b19238b5f375ee6f7c986efc7ef8cdd360140254e41c478cd91b933.file	HIGH	CVE-2026-39821	stdlib	v1.26.4	1.25.13, 1.26.6, 1.27.0-rc.3	golang.org/x/net/idna: golang: net/http: golang.org/x/net/idna: Privilege escalation via incorrect Punycode label processing
sysroot/ostree/repo/objects/8c/c9b0248b19238b5f375ee6f7c986efc7ef8cdd360140254e41c478cd91b933.file	HIGH	CVE-2026-39822	stdlib	v1.26.4	1.25.12, 1.26.5, 1.27.0-rc.2	golang: Go os.Root: Symlink following vulnerability allows directory traversal
sysroot/ostree/repo/objects/8c/c9b0248b19238b5f375ee6f7c986efc7ef8cdd360140254e41c478cd91b933.file	HIGH	CVE-2026-41567	github.com/docker/docker	v28.5.1+incompatible		docker: Moby/Docker Engine: Arbitrary Code Execution via malicious container image and compressed archive upload
sysroot/ostree/repo/objects/8c/c9b0248b19238b5f375ee6f7c986efc7ef8cdd360140254e41c478cd91b933.file	HIGH	CVE-2026-42306	github.com/docker/docker	v28.5.1+incompatible		github.com/docker/docker: github.com/moby/moby: Moby container framework: Host file overwrite via race condition in docker cp mount setup
sysroot/ostree/repo/objects/8c/c9b0248b19238b5f375ee6f7c986efc7ef8cdd360140254e41c478cd91b933.file	HIGH	CVE-2026-46600	golang.org/x/net	v0.55.0	0.56.0	golang.org/x/net/dns/dnsmessage: golang.org/x/net/dns/dnsmessage: Denial of Service via invalid DNS record parsing
sysroot/ostree/repo/objects/8c/c9b0248b19238b5f375ee6f7c986efc7ef8cdd360140254e41c478cd91b933.file	HIGH	CVE-2026-46600	stdlib	v1.26.4	1.26.6, 1.27.0-rc.3	golang.org/x/net/dns/dnsmessage: golang.org/x/net/dns/dnsmessage: Denial of Service via invalid DNS record parsing
sysroot/ostree/repo/objects/8c/c9b0248b19238b5f375ee6f7c986efc7ef8cdd360140254e41c478cd91b933.file	HIGH	CVE-2026-49478	github.com/sigstore/fulcio	v1.7.1	1.8.6	github.com/sigstore/fulcio: Fulcio: Server-Side Request Forgery and Kubernetes ServiceAccount token leakage
sysroot/ostree/repo/objects/8c/c9b0248b19238b5f375ee6f7c986efc7ef8cdd360140254e41c478cd91b933.file	HIGH	CVE-2026-56852	golang.org/x/text	v0.38.0	0.39.0	golang.org/x/text: golang.org/x/text: Denial of Service via invalid UTF-8 input
sysroot/ostree/repo/objects/8c/c9b0248b19238b5f375ee6f7c986efc7ef8cdd360140254e41c478cd91b933.file	HIGH	CVE-2026-56853	stdlib	v1.26.4	1.25.13, 1.26.6, 1.27.0-rc.3	net/http: golang: Go net/http: Unencrypted HTTP/2 connections vulnerable to Denial of Service
sysroot/ostree/repo/objects/8c/c9b0248b19238b5f375ee6f7c986efc7ef8cdd360140254e41c478cd91b933.file	HIGH	CVE-2026-56854	golang.org/x/crypto	v0.53.0	0.55.0	golang.org/x/crypto/ssh: golang.org/x/crypto/ssh: Authentication bypass due to unenforced source-address restrictions
sysroot/ostree/repo/objects/8c/c9b0248b19238b5f375ee6f7c986efc7ef8cdd360140254e41c478cd91b933.file	HIGH	CVE-2026-56858	stdlib	v1.26.4	1.25.13, 1.26.6, 1.27.0-rc.3	html/template: golang: Go html/template: Cross-Site Scripting via pathological input
sysroot/ostree/repo/objects/8c/c9b0248b19238b5f375ee6f7c986efc7ef8cdd360140254e41c478cd91b933.file	HIGH	CVE-2026-56859	stdlib	v1.26.4	1.25.13, 1.26.6, 1.27.0-rc.3	encoding/xml: golang: Go: Denial of Service via XML decoding recursion depth issue
sysroot/ostree/repo/objects/8c/c9b0248b19238b5f375ee6f7c986efc7ef8cdd360140254e41c478cd91b933.file	HIGH	CVE-2026-56860	stdlib	v1.26.4	1.25.13, 1.26.6, 1.27.0-rc.3	net/url: golang: golang net/url: Denial of Service from quadratic complexity in path resolution
sysroot/ostree/repo/objects/8c/c9b0248b19238b5f375ee6f7c986efc7ef8cdd360140254e41c478cd91b933.file	HIGH	CVE-2026-56862	stdlib	v1.26.4	1.25.13, 1.26.6, 1.27.0-rc.3	crypto/tls: golang: Golang crypto/tls: Denial of Service via indefinite KeyUpdate messages
sysroot/ostree/repo/objects/8c/c9b0248b19238b5f375ee6f7c986efc7ef8cdd360140254e41c478cd91b933.file	HIGH	CVE-2026-56864	golang.org/x/mod	v0.36.0	0.40.0	golang.org/x/mod/sumdb: golang.org/x/mod/sumdb: Integrity bypass via malicious GOSUMDB
sysroot/ostree/repo/objects/8c/c9b0248b19238b5f375ee6f7c986efc7ef8cdd360140254e41c478cd91b933.file	HIGH	CVE-2026-56865	golang.org/x/mod	v0.36.0	0.40.0	golang.org/x/mod/sumdb/tlog: golang.org/x/mod/sumdb/tlog: Supply chain compromise via transparency log tile verification bypass
sysroot/ostree/repo/objects/8c/c9b0248b19238b5f375ee6f7c986efc7ef8cdd360140254e41c478cd91b933.file	HIGH	CVE-2026-84304	google.golang.org/grpc	v1.72.2	1.83.1	gRPC-Go is the Go language implementation of gRPC. Prior to 1.83.1, in ...
sysroot/ostree/repo/objects/8c/c9b0248b19238b5f375ee6f7c986efc7ef8cdd360140254e41c478cd91b933.file	HIGH	CVE-2026-84445	google.golang.org/grpc	v1.72.2	1.82.2, 1.83.2, 1.85.0-dev.0.20260825072537-93e31b48545e	google.golang.org/grpc: gRPC-Go: Denial of Service via malformed RPC requests
sysroot/ostree/repo/objects/8c/c9b0248b19238b5f375ee6f7c986efc7ef8cdd360140254e41c478cd91b933.file	HIGH	GHSA-hrxh-6v49-42gf	google.golang.org/grpc	v1.72.2	1.82.1	gRPC-Go: xDS RBAC and HTTP/2 Vulnerabilities
sysroot/ostree/repo/objects/8e/7ce6895bcb3175a27ff70b7578b3bbb3f4270ba5fa742a67fb62a6dc1968fe.file	HIGH	CVE-2025-22869	golang.org/x/crypto	v0.33.0	0.35.0	golang.org/x/crypto/ssh: Denial of Service in the Key Exchange of golang.org/x/crypto/ssh
sysroot/ostree/repo/objects/8e/7ce6895bcb3175a27ff70b7578b3bbb3f4270ba5fa742a67fb62a6dc1968fe.file	HIGH	CVE-2025-47913	golang.org/x/crypto	v0.33.0	0.43.0	golang.org/x/crypto/ssh/agent: golang.org/x/crypto/ssh/agent: SSH client panic due to unexpected SSH_AGENT_SUCCESS
sysroot/ostree/repo/objects/8e/7ce6895bcb3175a27ff70b7578b3bbb3f4270ba5fa742a67fb62a6dc1968fe.file	HIGH	CVE-2026-25679	stdlib	v1.26rc2	1.25.8, 1.26.1	net/url: Incorrect parsing of IPv6 host literals in net/url
sysroot/ostree/repo/objects/8e/7ce6895bcb3175a27ff70b7578b3bbb3f4270ba5fa742a67fb62a6dc1968fe.file	HIGH	CVE-2026-27137	stdlib	v1.26rc2	1.26.1	crypto/x509: Incorrect enforcement of email constraints in crypto/x509
sysroot/ostree/repo/objects/8e/7ce6895bcb3175a27ff70b7578b3bbb3f4270ba5fa742a67fb62a6dc1968fe.file	HIGH	CVE-2026-27145	stdlib	v1.26rc2	1.25.11, 1.26.4	crypto/x509: golang: golang crypto/x509: Denial of Service via excessive processing of DNS SAN entries
sysroot/ostree/repo/objects/8e/7ce6895bcb3175a27ff70b7578b3bbb3f4270ba5fa742a67fb62a6dc1968fe.file	HIGH	CVE-2026-32280	stdlib	v1.26rc2	1.25.9, 1.26.2	crypto/x509: crypto/tls: golang: Go: Denial of Service vulnerability in certificate chain building
sysroot/ostree/repo/objects/8e/7ce6895bcb3175a27ff70b7578b3bbb3f4270ba5fa742a67fb62a6dc1968fe.file	HIGH	CVE-2026-32281	stdlib	v1.26rc2	1.25.9, 1.26.2	crypto/x509: golang: Go crypto/x509: Denial of Service via inefficient certificate chain validation
sysroot/ostree/repo/objects/8e/7ce6895bcb3175a27ff70b7578b3bbb3f4270ba5fa742a67fb62a6dc1968fe.file	HIGH	CVE-2026-32283	stdlib	v1.26rc2	1.25.9, 1.26.2	crypto/tls: golang: Go crypto/tls: Denial of Service via multiple TLS 1.3 key update messages
sysroot/ostree/repo/objects/8e/7ce6895bcb3175a27ff70b7578b3bbb3f4270ba5fa742a67fb62a6dc1968fe.file	HIGH	CVE-2026-33810	stdlib	v1.26rc2	1.26.2	crypto/x509: golang: Go crypto/x509: Certificate validation bypass due to incorrect DNS constraint application
sysroot/ostree/repo/objects/8e/7ce6895bcb3175a27ff70b7578b3bbb3f4270ba5fa742a67fb62a6dc1968fe.file	HIGH	CVE-2026-33811	stdlib	v1.26rc2	1.25.10, 1.26.3	net: golang: Go net package: Denial of Service via long CNAME response in LookupCNAME
sysroot/ostree/repo/objects/8e/7ce6895bcb3175a27ff70b7578b3bbb3f4270ba5fa742a67fb62a6dc1968fe.file	HIGH	CVE-2026-33814	stdlib	v1.26rc2	1.25.10, 1.26.3	net/http/internal/http2: golang: golang.org/x/net: Go HTTP/2: Denial of Service via malformed SETTINGS_MAX_FRAME_SIZE frame
sysroot/ostree/repo/objects/8e/7ce6895bcb3175a27ff70b7578b3bbb3f4270ba5fa742a67fb62a6dc1968fe.file	HIGH	CVE-2026-33818	stdlib	v1.26rc2	1.25.13, 1.26.6, 1.27.0-rc.3	encoding/asn1: golang: Go encoding/asn1: Denial of Service via excessive recursion in Unmarshal
sysroot/ostree/repo/objects/8e/7ce6895bcb3175a27ff70b7578b3bbb3f4270ba5fa742a67fb62a6dc1968fe.file	HIGH	CVE-2026-39820	stdlib	v1.26rc2	1.25.10, 1.26.3	net/mail: golang: Go net/mail: Denial of Service via crafted email inputs
sysroot/ostree/repo/objects/8e/7ce6895bcb3175a27ff70b7578b3bbb3f4270ba5fa742a67fb62a6dc1968fe.file	HIGH	CVE-2026-39821	stdlib	v1.26rc2	1.25.13, 1.26.6, 1.27.0-rc.3	golang.org/x/net/idna: golang: net/http: golang.org/x/net/idna: Privilege escalation via incorrect Punycode label processing
sysroot/ostree/repo/objects/8e/7ce6895bcb3175a27ff70b7578b3bbb3f4270ba5fa742a67fb62a6dc1968fe.file	HIGH	CVE-2026-39822	stdlib	v1.26rc2	1.25.12, 1.26.5, 1.27.0-rc.2	golang: Go os.Root: Symlink following vulnerability allows directory traversal
sysroot/ostree/repo/objects/8e/7ce6895bcb3175a27ff70b7578b3bbb3f4270ba5fa742a67fb62a6dc1968fe.file	HIGH	CVE-2026-39828	golang.org/x/crypto	v0.33.0	0.52.0	golang.org/x/crypto/ssh: golang.org/x/crypto/ssh: Unauthorized command execution via discarded SSH permissions
sysroot/ostree/repo/objects/8e/7ce6895bcb3175a27ff70b7578b3bbb3f4270ba5fa742a67fb62a6dc1968fe.file	HIGH	CVE-2026-39829	golang.org/x/crypto	v0.33.0	0.52.0	golang.org/x/crypto/ssh: golang.org/x/crypto/ssh: Denial of Service via crafted public key with excessive parameters
sysroot/ostree/repo/objects/8e/7ce6895bcb3175a27ff70b7578b3bbb3f4270ba5fa742a67fb62a6dc1968fe.file	HIGH	CVE-2026-39830	golang.org/x/crypto	v0.33.0	0.52.0	golang.org/x/crypto/ssh: golang.org/x/crypto/ssh: Denial of Service via resource leak from unsolicited SSH responses
sysroot/ostree/repo/objects/8e/7ce6895bcb3175a27ff70b7578b3bbb3f4270ba5fa742a67fb62a6dc1968fe.file	HIGH	CVE-2026-39831	golang.org/x/crypto	v0.33.0	0.52.0	golang.org/x/crypto/ssh: golang.org/x/crypto/ssh: Security key bypass due to missing user presence check
sysroot/ostree/repo/objects/8e/7ce6895bcb3175a27ff70b7578b3bbb3f4270ba5fa742a67fb62a6dc1968fe.file	HIGH	CVE-2026-39832	golang.org/x/crypto	v0.33.0	0.52.0	golang.org/x/crypto/ssh/agent: golang.org/x/crypto/ssh/agent: Security bypass due to improper handling of key restrictions
sysroot/ostree/repo/objects/8e/7ce6895bcb3175a27ff70b7578b3bbb3f4270ba5fa742a67fb62a6dc1968fe.file	HIGH	CVE-2026-39835	golang.org/x/crypto	v0.33.0	0.52.0	golang.org/x/crypto/ssh: golang: golang.org/x/crypto/ssh: Denial of Service via crafted SSH certificate
sysroot/ostree/repo/objects/8e/7ce6895bcb3175a27ff70b7578b3bbb3f4270ba5fa742a67fb62a6dc1968fe.file	HIGH	CVE-2026-39836	stdlib	v1.26rc2	1.25.10, 1.26.3	net: golang: Go net package: Denial of Service via NUL byte in Dial and LookupPort on Windows
sysroot/ostree/repo/objects/8e/7ce6895bcb3175a27ff70b7578b3bbb3f4270ba5fa742a67fb62a6dc1968fe.file	HIGH	CVE-2026-42499	stdlib	v1.26rc2	1.25.10, 1.26.3	net/mail: golang: net/mail: Denial of Service via pathological email address parsing
sysroot/ostree/repo/objects/8e/7ce6895bcb3175a27ff70b7578b3bbb3f4270ba5fa742a67fb62a6dc1968fe.file	HIGH	CVE-2026-42504	stdlib	v1.26rc2	1.25.11, 1.26.4	mime: golang: Golang MIME: Denial of Service via maliciously-crafted MIME header
sysroot/ostree/repo/objects/8e/7ce6895bcb3175a27ff70b7578b3bbb3f4270ba5fa742a67fb62a6dc1968fe.file	HIGH	CVE-2026-42508	golang.org/x/crypto	v0.33.0	0.52.0	golang.org/x/crypto/ssh/knownhosts: golang: golang.org/x/crypto/ssh/knownhosts: Revocation bypass via unchecked SignatureKey
sysroot/ostree/repo/objects/8e/7ce6895bcb3175a27ff70b7578b3bbb3f4270ba5fa742a67fb62a6dc1968fe.file	HIGH	CVE-2026-46595	golang.org/x/crypto	v0.33.0	0.52.0	golang.org/x/crypto/ssh: golang.org/x/crypto/ssh: Authorization bypass due to skipped source-address validation
sysroot/ostree/repo/objects/8e/7ce6895bcb3175a27ff70b7578b3bbb3f4270ba5fa742a67fb62a6dc1968fe.file	HIGH	CVE-2026-46597	golang.org/x/crypto	v0.33.0	0.52.0	golang.org/x/crypto/ssh: golang.org/x/crypto/ssh: Denial of Service via crafted AES-GCM packet decoder inputs
sysroot/ostree/repo/objects/8e/7ce6895bcb3175a27ff70b7578b3bbb3f4270ba5fa742a67fb62a6dc1968fe.file	HIGH	CVE-2026-46600	stdlib	v1.26rc2	1.26.6, 1.27.0-rc.3	golang.org/x/net/dns/dnsmessage: golang.org/x/net/dns/dnsmessage: Denial of Service via invalid DNS record parsing
sysroot/ostree/repo/objects/8e/7ce6895bcb3175a27ff70b7578b3bbb3f4270ba5fa742a67fb62a6dc1968fe.file	HIGH	CVE-2026-56853	stdlib	v1.26rc2	1.25.13, 1.26.6, 1.27.0-rc.3	net/http: golang: Go net/http: Unencrypted HTTP/2 connections vulnerable to Denial of Service
